WELL_KEY,BASIN,BASIN_CODE,POOL_NAME,FORMATION_NAME,WELL_ALIAS,BATTERY,COUNTRY,WELLHEAD_LATITUDE,WELLHEAD_LONGITUDE,SANDFACE_LATITUDE,SANDFACE_LONGITUDE,SANDFACE_DLS,SANDFACE_NTS,FIELD_CODE,POOL_CODE,FORMATION_CODE,NAD,KB_ELEVATION,GROUND_ELEVATION,CASING_FLANGE_ELEVATION,WELL_STATUS,ENTITY_NO,PRIMARY_FLUID,CURRENT_STATUS,STATUS_DATE,UNIT,UNIT_CODE,NUM_OF_FRACS,BATTERY_CODE,BOTTOM_PERFORATION_MD,BOTTOM_PERFORATION_TVD,DISTRICT,ENTITY_LOCATION,GAS_GATHERER,LATERAL_CODE,LATERAL_NAME,LICENSE_DATE,METER_NUMBER,OIL_CONDENSATE_GATHERER,ONSHORE_OFFSHORE,ORIGINAL_OPERATOR,ORIGINAL_OPERATOR_CODE,PLANT_CODE,PLANT_NAME,PLANT_TYPE,PLANT_TYPE_DESCRIPTION,PLUGBACK_DEPTH_MD,PLUGBACK_DEPTH_TVD,RIG_RELEASE_DATE,SPUD_DATE,TOP_PERFORATION_MD,TOP_PERFORATION_TVD,TOTAL_DEPTH_MD,TOTAL_DEPTH_TVD,WELL_TYPE,USER_SPECIFIED_CUSTOM_ATTR_1,USER_SPECIFIED_CUSTOM_ATTR_2,USER_SPECIFIED_CUSTOM_ATTR_N
50.0591.0017.00,Cook Inlet,1,None,None,GO 005,GO,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0591.0019.00,Cook Inlet,1,None,None,GO 006,GO,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0591.0021.00,Cook Inlet,1,None,None,GO 007,GO,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0591.0036.00,Cook Inlet,1,None,None,GO 008,GO,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0591.0037.00,Cook Inlet,1,None,None,GO 009,GO,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0075.00,Cook Inlet,1,None,None,GP Platform Acquired Fluids,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0012.99,Cook Inlet,1,None,None,GPP 011-13,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0012.98,Cook Inlet,1,None,None,GPP 011-13,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0012.03,Cook Inlet,1,None,None,GPP 011-13RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0012.02,Cook Inlet,1,None,None,GPP 011-13RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0074.01,Cook Inlet,1,None,None,GPP 011-24,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0074.02,Cook Inlet,1,None,None,GPP 011-24RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0034.00,Cook Inlet,1,None,None,GPP 012-24,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0010.00,Cook Inlet,1,None,None,GPP 013-13,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0026.99,Cook Inlet,1,None,None,GPP 022-13,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0026.98,Cook Inlet,1,None,None,GPP 022-13RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0026.02,Cook Inlet,1,None,None,GPP 022-13RD2,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0026.03,Cook Inlet,1,None,None,GPP 022-13RD3,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0026.04,Cook Inlet,1,None,None,GPP 022-13RD3,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0022.99,Cook Inlet,1,None,None,GPP 024-13,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0022.01,Cook Inlet,1,None,None,GPP 024-13RD Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0022.02,Cook Inlet,1,None,None,GPP 024-13RD2 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0022.03,Cook Inlet,1,None,None,GPP 024-13RD2 Granite Pt PA INJ,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0001.00,Cook Inlet,1,None,None,GPP 031-13 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0002.00,Cook Inlet,1,None,None,GPP 031-14RD2 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0020.00,Cook Inlet,1,None,None,GPP 031-23 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0008.99,Cook Inlet,1,None,None,GPP 032-13 Grani Pt Pre-HAK,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0008.02,Cook Inlet,1,None,None,GPP 032-13RD Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0032.00,Cook Inlet,1,None,None,GPP 032-23 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0008.98,Cook Inlet,1,None,None,GPP 033-13 Grani Pt Pre-HAK,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0021.99,Cook Inlet,1,None,None,GPP 033-14 Grani Pt Pre-HAK,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0021.01,Cook Inlet,1,None,None,GPP 033-14RD Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0032.01,Cook Inlet,1,None,None,GPP 033-23 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0029.99,Cook Inlet,1,None,None,GPP 042-23 Grani Pt Pre-HAK,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0029.01,Cook Inlet,1,None,None,GPP 042-23RD Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0017.00,Cook Inlet,1,None,None,GPP 044-11 WDW Hemlock PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0014.00,Cook Inlet,1,None,None,GPP 044-14 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0054.01,Cook Inlet,1,None,None,GPP 050 Granite Pt PA,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0054.00,Cook Inlet,1,None,None,GPP 050,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0055.00,Cook Inlet,1,None,None,GPP 051,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0070.00,Cook Inlet,1,None,None,GPP 052,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0070.01,Cook Inlet,1,None,None,GPP 052RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0069.00,Cook Inlet,1,None,None,GPP 053,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0069.01,Cook Inlet,1,None,None,GPP 053RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0068.02,Cook Inlet,1,None,None,GPP 054,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0068.97,Cook Inlet,1,None,None,GPP 054,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0068.98,Cook Inlet,1,None,None,GPP 054-1,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0068.99,Cook Inlet,1,None,None,GPP 054-2,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0071.00,Cook Inlet,1,None,None,GPP 055,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0071.01,Cook Inlet,1,None,None,GPP 055RD,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0074.99,Cook Inlet,1,None,None,GPP 11-24,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0033.00,Cook Inlet,1,None,None,GPP MUCI 001,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0035.00,Cook Inlet,1,None,None,GPP MUCI 002,GPP,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0002.01,Cook Inlet,1,None,None,HVA 001,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0002.99,Cook Inlet,1,None,None,HVA 001,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0003.01,Cook Inlet,1,None,None,HVA 002,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0003.99,Cook Inlet,1,None,None,HVA 002,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0004.01,Cook Inlet,1,None,None,HVA 003,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0004.99,Cook Inlet,1,None,None,HVA 003,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0005.01,Cook Inlet,1,None,None,HVA 004,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0005.99,Cook Inlet,1,None,None,HVA 004,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0014.00,Cook Inlet,1,None,None,HVA 005,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0006.01,Cook Inlet,1,None,None,HVA 006,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0006.99,Cook Inlet,1,None,None,HVA 006,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0007.01,Cook Inlet,1,None,None,HVA 007,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0007.99,Cook Inlet,1,None,None,HVA 007,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0008.01,Cook Inlet,1,None,None,HVA 008,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0008.99,Cook Inlet,1,None,None,HVA 008,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0009.01,Cook Inlet,1,None,None,HVA 009,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0009.99,Cook Inlet,1,None,None,HVA 009,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0010.01,Cook Inlet,1,None,None,HVA 010,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0010.99,Cook Inlet,1,None,None,HVA 010,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0011.01,Cook Inlet,1,None,None,HVA 011,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0011.99,Cook Inlet,1,None,None,HVA 011,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0012.00,Cook Inlet,1,None,None,HVB 012,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0012.01,Cook Inlet,1,None,None,HVB 012,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0013.00,Cook Inlet,1,None,None,HVB 013,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0015.00,Cook Inlet,1,None,None,HVB 014,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0015.01,Cook Inlet,1,None,None,HVB 014,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0017.00,Cook Inlet,1,None,None,HVB 015,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0017.01,Cook Inlet,1,None,None,HVB 015,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0018.00,Cook Inlet,1,None,None,HVB 016,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0018.01,Cook Inlet,1,None,None,HVB 016A,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0586.0019.00,Cook Inlet,1,None,None,HVB 017,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0002.01,Cook Inlet,1,None,None,IRU 011-06,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0002.00,Cook Inlet,1,None,None,IRU 011-06,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0004.00,Cook Inlet,1,None,None,IRU 013-31,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0004.99,Cook Inlet,1,None,None,IRU 013-31,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0004.01,Cook Inlet,1,None,None,IRU 013-31 WDW,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0003.00,Cook Inlet,1,None,None,IRU 014-31 WDW,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0005.00,Cook Inlet,1,None,None,IRU 041-01,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0001.00,Cook Inlet,1,None,None,IRU 044-01,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0603.0002.01,Cook Inlet,1,None,None,IRU 044-36 Inj,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0603.0002.00,Cook Inlet,1,None,None,IRU 044-36 Prod,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0006.00,Cook Inlet,1,None,None,IRU 044-36,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0006.99,Cook Inlet,1,None,None,IRU 044-36,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0006.01,Cook Inlet,1,None,None,IRU 044-36,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0587.0007.00,Cook Inlet,1,None,None,IRU 241-01,Ivan,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0006.99,Cook Inlet,1,None,None,K 001,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0006.98,Cook Inlet,1,None,None,K 001,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0006.01,Cook Inlet,1,None,None,K 001RD2,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0006.02,Cook Inlet,1,None,None,K 001RD2,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0005.98,Cook Inlet,1,None,None,K 002,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0005.99,Cook Inlet,1,None,None,K 002RD,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0005.02,Cook Inlet,1,None,None,K 002RD,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.98,Cook Inlet,1,None,None,K 003,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.02,Cook Inlet,1,None,None,K 003RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.04,Cook Inlet,1,None,None,K 003RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.99,Cook Inlet,1,None,None,K 003RD Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.01,Cook Inlet,1,None,None,K 003RD Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.03,Cook Inlet,1,None,None,K 003RD Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0012.05,Cook Inlet,1,None,None,K 003RD2 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0013.99,Cook Inlet,1,None,None,K 004 Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0013.97,Cook Inlet,1,None,None,K 004 PARENT Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0013.98,Cook Inlet,1,None,None,K 004RD Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0013.02,Cook Inlet,1,None,None,K 004RD Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0018.00,Cook Inlet,1,None,None,K 005 GGS,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0018.99,Cook Inlet,1,None,None,K 005 Hemlock PA Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0018.01,Cook Inlet,1,None,None,K 005 Hemlock PA Pre-HAK (DNU),King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0015.99,Cook Inlet,1,None,None,K 006 Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0015.01,Cook Inlet,1,None,None,K 006RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0015.02,Cook Inlet,1,None,None,K 006RD2 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0023.99,Cook Inlet,1,None,None,K 007 Middle Kenai G Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0023.01,Cook Inlet,1,None,None,K 007RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0020.98,Cook Inlet,1,None,None,K 008RD Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0025.00,Cook Inlet,1,None,None,K 009 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0048.99,Cook Inlet,1,None,None,K 010 PARENT MidKenai G Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0048.01,Cook Inlet,1,None,None,K 010RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0048.00,Cook Inlet,1,None,None,K 010RD Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0048.02,Cook Inlet,1,None,None,K 010RD2 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0037.00,Cook Inlet,1,None,None,K 011 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.99,Cook Inlet,1,None,None,K 012 Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.98,Cook Inlet,1,None,None,K 012RD PARENT MidKen G Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.03,Cook Inlet,1,None,None,K 012RD2 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.04,Cook Inlet,1,None,None,K 012RD2 Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.97,Cook Inlet,1,None,None,K 012RD2 PARENT MidKenG Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.02,Cook Inlet,1,None,None,K 012RD2L Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0040.01,Cook Inlet,1,None,None,K 012S Middle Kenai G PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0041.98,Cook Inlet,1,None,None,K 013 Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0041.02,Cook Inlet,1,None,None,K 013RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0041.99,Cook Inlet,1,None,None,K 013RD Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0041.03,Cook Inlet,1,None,None,K 013RD2 Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0051.99,Cook Inlet,1,None,None,K 015 Hemlock Pre-HAK,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0596.0051.02,Cook Inlet,1,None,None,K 015RD Hemlock PA,King,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
