"WELL_KEY","WELL_NAME","WELLHEAD_LATITUDE","WELLHEAD_LONGITUDE","SANDFACE_LATITUDE","SANDFACE_LONGITUDE","SANDFACE_DLS","SANDFACE_NTS","API_FM","COUNTRY","PROVINCE_STATE","FIELD_NAME","FIELD_CODE","POOL_NAME","POOL_CODE","FORMATION_NAME","FORMATION_CODE","COUNTY_PARRISH","AREA_NAME","NAD","KB_ELEVATION","GROUND_ELEVATION","CASING_FLANGE_ELEVATION","WELL_STATUS","ENTITY_NO","PRIMARY_FLUID","CURRENT_STATUS","STATUS_DATE","UNIT","UNIT_CODE","NUM_OF_FRACS","WELL_ALIAS","BASIN","BASIN_CODE","BATTERY","BATTERY_CODE","BOTTOM_PERFORATION_MD","BOTTOM_PERFORATION_TVD","DISTRICT","ENTITY_LOCATION","GAS_GATHERER","LATERAL_CODE","LATERAL_NAME","LICENSE_DATE","METER_NUMBER","OIL_CONDENSATE_GATHERER","ONSHORE_OFFSHORE","ORIGINAL_OPERATOR","ORIGINAL_OPERATOR_CODE","PLANT_CODE","PLANT_NAME","PLANT_TYPE","PLANT_TYPE_DESCRIPTION","PLUGBACK_DEPTH_MD","PLUGBACK_DEPTH_TVD","RIG_RELEASE_DATE","SPUD_DATE","TOP_PERFORATION_MD","TOP_PERFORATION_TVD","TOTAL_DEPTH_MD","TOTAL_DEPTH_TVD","WELL_TYPE","USER_SPECIFIED_CUSTOM_ATTR_1","USER_SPECIFIED_CUSTOM_ATTR_2","USER_SPECIFIED_CUSTOM_ATTR_N"
"50.0600.0001","NFU 034-26 Gas Pool 001 PA",59.7964000500223,-151.630600049553,59.7956548492919,-151.630852030597,NA,NA,"502312003300","USA","AK","North Fork - 50.0600",NA,"UNDEFINED GAS",NA,"None",NA,"Seldovia Quad","Kenai - KEN",NA,673,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"NFU 034-26","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOK INLET ENERGY, LLC",NA,NA,NA,NA,NA,NA,NA,NA,"2008-06-25",NA,NA,9100,NA,NA,NA,NA,NA
"50.0603.0001","GS PCU 004 Prod ADL 390776",61.2635600002938,-150.894380000337,61.2494143686782,-150.898881498382,NA,NA,"502832010000","USA","AK","Pretty Creek Gas Storage - 50.0603",NA,"654TYNK",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,100,NA,NA,"GASSTOR",NA,"GASSTOR",NA,NA,NA,NA,NA,"PCU 004","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CAL",NA,NA,NA,NA,NA,NA,NA,NA,"2001-10-12",NA,NA,9580,NA,NA,NA,NA,NA
"50.0603.0002","GS IRU 044-36 Inj ADL 391556",61.2410799996424,-150.79679999972,61.2543008880756,-150.797697723671,NA,NA,"502832008900","USA","AK","Pretty Creek Gas Storage - 50.0603",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,51,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"IRU 044-36 Inj","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CAL",NA,NA,NA,NA,NA,NA,NA,NA,"1993-02-10",NA,NA,8308,NA,NA,NA,NA,NA
"50.0618.0001","GS SRU KGSF 001A Inj AA 082931",60.7543194447866,-150.854236111407,60.7535349652665,-150.854318706943,NA,NA,"501331016001","USA","AK","Swanson River Gas Storage - 50.0618",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,175,NA,NA,"GASSTOR",NA,"GASSTOR",NA,NA,NA,NA,NA,"SRU KGSF 001A","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6650,NA,NA,NA,NA,NA
"50.0618.0002","GS SRU KGSF 003 Inj AA 084076",60.7580000497625,-150.844400049922,60.7569663573116,-150.846723757795,NA,NA,"501332052300","USA","AK","Swanson River Gas Storage - 50.0618",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,191,NA,NA,"ABDN",NA,"ABDN",NA,NA,NA,NA,NA,"SRU KGSF 003","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CAL",NA,NA,NA,NA,NA,NA,NA,NA,"2003-05-16",NA,NA,7920,NA,NA,NA,NA,NA
"50.0618.0003","GS SRU KGSF 007A Inj AA 082931",60.7537888456787,-150.853719046197,60.7537922855856,-150.853517691588,NA,NA,"501332053801","USA","AK","Swanson River Gas Storage - 50.0618",NA,"64-5 TYONEK GAS STOR",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,176,NA,NA,"GASSTOR",NA,"GASSTOR",NA,NA,NA,NA,NA,"SRU KGSF 007A","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOCAL",NA,NA,NA,NA,NA,NA,NA,NA,"2004-08-09",NA,NA,6530,NA,NA,NA,NA,NA
"50.0618.0004","GS SCU 042-05X Inj AA 085943",60.7246000500523,-150.883600050002,60.7267048188723,-150.883440560633,NA,NA,"501332056100","USA","AK","Swanson River Gas Storage - 50.0618",NA,"77-3 TYONEK GAS STOR",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,174,NA,NA,"GASSTOR",NA,"GASSTOR",NA,NA,NA,NA,NA,"SCU 042-05X","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-22",NA,NA,8136,NA,NA,NA,NA,NA
"50.0618.0005","GS SCU 042-05Y Inj AA 085943",60.7249000503971,-150.883200050442,60.7265093143535,-150.883407649943,NA,NA,"501332057000","USA","AK","Swanson River Gas Storage - 50.0618",NA,"77-3 TYONEK GAS STOR",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,174,NA,NA,"GASSTOR",NA,"GASSTOR",NA,NA,NA,NA,NA,"SCU 042-05Y","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHEVRON U.S.A. INC",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-17",NA,NA,8050,NA,NA,NA,NA,NA
"50.0618.0006","GS SCU 042A-05 Inj AA 085943 (DNU)",60.7248000502822,-150.883200050442,60.7298180721464,-150.883328176854,NA,NA,"501332023200","USA","AK","Swanson River Gas Storage - 50.0618",NA,"HEMLOCK OIL",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,167,NA,NA,"ABDN",NA,"ABDN",NA,NA,NA,NA,NA,"SCU 042A-05","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHEVRON USA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1972-03-08",NA,NA,11170,NA,NA,NA,NA,NA
"50.0618.0007","GS SCU 042B-05 Inj AA 085943 (DNU)",60.7247000501673,-150.883600050002,60.726819604741,-150.883551511793,NA,NA,"501332036300","USA","AK","Swanson River Gas Storage - 50.0618",NA,"HEMLOCK OIL; 77-3 TY",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,177,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"SCU 042B-05","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,"1982-12-07",NA,NA,10945,NA,NA,NA,NA,NA
"50.0618.0008","GS SCU 042-05Z Prod AA 085943",60.7246812840141,-150.884090427831,60.7259950568265,-150.88442123715,NA,NA,"501332069500","USA","AK","Swanson River Gas Storage - 50.0618",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,172,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"SCU 042-05Z","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8173,NA,NA,NA,NA,NA
"50.0619.0001","Star Greystone 01 C-061684",59.8803639236562,-151.636605002719,59.8915305240145,-151.635414638475,NA,NA,"502312005000","USA","AK","Star - 50.0619",NA,"CRETACEOUS",NA,"None",NA,"Seldovia Quad","Kenai - KEN",NA,516,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"Star Greystone 01 C-061685","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-28",NA,NA,0,NA,NA,NA,NA,NA
"50.0649.0001","WMRU Sword 1 Sword PA",60.7829013536146,-151.747218707777,60.812409999422,-151.693387127414,NA,NA,"501332061500","USA","AK","West McArthur River - 50.0649",NA," ",NA,"None",NA,"Kenai Quad","Cook Inlet Offshore - CIO",NA,146,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"WMRU Sword 1 Sword PA","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOK INLET ENERGY, L",NA,NA,NA,NA,NA,NA,NA,NA,"2013-06-19",NA,NA,18475,NA,NA,NA,NA,NA
"50.0649.0001","WMRU Sword 1 Sword PA",60.7828995495746,-151.74720000008,60.812409999422,-151.693387127414,NA,NA,"501332061500","USA","AK","West McArthur River - 50.0649",NA," ",NA,"None",NA,"Kenai Quad","Cook Inlet Offshore - CIO",NA,146,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"WMRU Sword 1 Sword PA","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COOK INLET ENERGY, L",NA,NA,NA,NA,NA,NA,NA,NA,"2013-06-19",NA,NA,18475,NA,NA,NA,NA,NA
"50.0662.0001","SVU Seaview 008 Clark PA",59.7590804864753,-151.827832661648,59.7587908499178,-151.841831936694,NA,NA,"502312006300","USA","AK","Seaview - 50.0662",NA," ",NA,"None",NA,"Seldovia Quad","Kenai - KEN",NA,232,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"Seaview 008","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILCORP ALASKA LLC.",NA,NA,NA,NA,NA,NA,NA,NA,"2018-12-01",NA,NA,10621,NA,NA,NA,NA,NA
"50.0662.0002","SVU Seaview 009 Clark PA",NA,NA,NA,NA,NA,NA,"502312007800","USA","AK","Seaview - 50.0662",NA,NA,NA,"None",NA,"Seldovia Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seaview 009","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0666.0001","BCU 001B Beluga PA",60.6475877712587,-151.034028464242,60.6467955036097,-151.015512042047,NA,NA,"501332000601","USA","AK","Beaver Creek - Sterling - 50.0666",NA,"Tyonek",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,159,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 001B ","Cook Inlet",1,"1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILCORP ALASKA  LLC",NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-15",NA,NA,11500,NA,NA,NA,NA,NA
"50.0666.0002","BCU 002 WDW",60.6453574867587,-151.00852101823,60.6453353085777,-151.008647453917,NA,NA,"501332002100","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,155,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"BCU 002 WDW","Cook Inlet",1,"1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL CO",NA,NA,NA,NA,NA,NA,NA,NA,"1967-07-13",NA,NA,15697,NA,NA,NA,NA,NA
"50.0666.0003","BCU 003RD WDW",60.6582820890472,-151.018228223953,60.6667850036251,-151.000735020705,NA,NA,"501332012401","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,0,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 003RD ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2003-04-26",NA,NA,10005,NA,NA,NA,NA,NA
"50.0666.0004","BCU 004RD Tyonek PA",60.6571691995989,-151.030135899852,60.6523524963707,-151.017374986766,NA,NA,"501332023901","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,164,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"BCU 004RD ","Cook Inlet",1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16642,NA,NA,NA,NA,NA
"50.0666.0005","BCU 005RD2 Tyonek PA",NA,NA,NA,NA,NA,NA,"501332026202","USA","AK","Beaver Creek - Sterling - 50.0666",NA,NA,NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCU 005RD2","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0666.0006","BCU 006S Beluga PA",60.6584553083658,-151.018302596088,60.6567471144878,-151.007678339983,NA,NA,"501332034600","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,176,NA,NA,"SUS",NA,"SUS",NA,NA,NA,NA,NA,"BCU 006S","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL CO",NA,NA,NA,NA,NA,NA,NA,NA,"1982-03-31",NA,NA,15928,NA,NA,NA,NA,NA
"50.0666.0007","BCU 007A Sterling PA",60.6423349004353,-151.03789860044,60.6441473068528,-151.020863532526,NA,NA,"501332028401","USA","AK","Beaver Creek - Sterling - 50.0666",NA,"TYONEK",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,145,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 007A","Cook Inlet",1,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILCORP ALASKA  LLC",NA,NA,NA,NA,NA,NA,NA,NA,"2014-06-19",NA,NA,9850,NA,NA,NA,NA,NA
"50.0666.0008","BCU 009 Sterling PA",60.6584060731818,-151.017888605775,60.6540181001553,-151.01960516065,NA,NA,"501332044500","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,183,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 009 ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL CO",NA,NA,NA,NA,NA,NA,NA,NA,"1994-07-27",NA,NA,8881,NA,NA,NA,NA,NA
"50.0666.0009","BCU 010 Sterling PA",60.6586597989107,-151.018030958562,60.6590811186987,-151.01014103628,NA,NA,"501332048200","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,179,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 010 ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"2001-03-15",NA,NA,8854,NA,NA,NA,NA,NA
"50.0666.0010","BCU 011 Sterling PA",60.658583309772,-151.018369125235,60.662208050661,-151.016868352792,NA,NA,"501332052100","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,179,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 011 ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"2003-03-06",NA,NA,8931,NA,NA,NA,NA,NA
"50.0666.0011","BCU 012A Sterling PA",60.6561400001609,-151.029320099643,60.6564602775198,-151.021981414111,NA,NA,"501332053001","USA","AK","Beaver Creek - Sterling - 50.0666",NA,"BELUGA GAS; BEAVER C",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,170,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 012A","Cook Inlet",1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2014-06-30",NA,NA,9800,NA,NA,NA,NA,NA
"50.0666.0012","BCU 013 Beluga PA",60.6580969582081,-151.018399016901,60.6549646617898,-151.011467893329,NA,NA,"501332052500","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,179,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 013 ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marathon",NA,NA,NA,NA,NA,NA,NA,NA,"2003-11-09",NA,NA,10510,NA,NA,NA,NA,NA
"50.0666.0013","BCU 014B Tyonek PA",60.64754416673,-151.034361422941,60.6529592347809,-151.028371447984,NA,NA,"501332053900","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,162,NA,NA,"P&A",NA,"P&A",NA,NA,NA,NA,NA,"BCU 014B","Cook Inlet",1,"1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2004-07-02",NA,NA,9361,NA,NA,NA,NA,NA
"50.0666.0014","BCU 016RD Beluga PA",60.6581838021408,-151.017771261335,60.6509665736485,-151.008840443032,NA,NA,"501332055401","USA","AK","Beaver Creek - Sterling - 50.0666",NA,"654BLUG",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,176,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 016RD ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-09-28",NA,NA,9421,NA,NA,NA,NA,NA
"50.0666.0015","BCU 018RD Beluga PA",NA,NA,NA,NA,NA,NA,"501332058401","USA","AK","Beaver Creek - Sterling - 50.0666",NA,NA,NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCU 018RD","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0666.0016","BCU 019RD Beluga PA",60.6584085705991,-151.017424329869,60.6506085319583,-151.012299592652,NA,NA,"501332057901","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,182,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 019RD ","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2020-03-10",NA,NA,12796,NA,NA,NA,NA,NA
"50.0666.0017","BCU 001 (Beluga PA Pre-HAK)",60.6497000503171,-151.019500049688,60.6496999999551,-151.019500000225,NA,NA,"501331004200","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,152,NA,NA,"P&A",NA,"P&A",NA,NA,NA,NA,NA,"BCU 001","Cook Inlet",1,"1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"1967-01-04",NA,NA,9134,NA,NA,NA,NA,NA
"50.0666.0018","BCU 008 (Pre-HAK)",NA,NA,NA,NA,NA,NA,"501332030300","USA","AK","Beaver Creek - Sterling - 50.0666",NA,NA,NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCU 008 ","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0666.0019","BCU 023 Beluga PA",60.6585814949401,-151.017066171267,60.6563212675126,-151.005914580593,NA,NA,"501332063500","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,180,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 023","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-26",NA,NA,11141,NA,NA,NA,NA,NA
"50.0666.0020","BCU 024 Beluga PA",60.658575231162,-151.017456069642,60.653477069811,-151.006732456438,NA,NA,"501332063900","USA","AK","Beaver Creek - Sterling - 50.0666",NA,"BELUGA GAS; TYONEK U",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,179,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 024","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-22",NA,NA,11308,NA,NA,NA,NA,NA
"50.0666.0021","BCU 025 Sterling PA",60.6582484822817,-151.01739296961,60.6535702602594,-151.013399285449,NA,NA,"501332064400","USA","AK","Beaver Creek - Sterling - 50.0666",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,179,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BCU 025","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-19",NA,NA,8208,NA,NA,NA,NA,NA
"50.0666.0022","Beaver Creek Non Produced Fluids",NA,NA,NA,NA,NA,NA,"501330000000","USA","AK","Beaver Creek - Sterling - 50.0666",NA,NA,NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaver Creek Non Produced Fluids","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0667.0001","CLU 001RD (Beluga PA)",60.5322034999916,-151.262575700208,60.5422714444716,-151.23858466585,NA,NA,"501332032301","USA","AK","Kenai - Cannery Loop - 50.0667",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,42,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"CLU 001RD","Cook Inlet",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL CO",NA,NA,NA,NA,NA,NA,NA,NA,"2003-09-21",NA,NA,10835,NA,NA,NA,NA,NA
"50.0667.0002","CLU 003 (Beluga PA)",60.5530000498125,-151.217800050032,60.5563832903566,-151.234604728725,NA,NA,"501332034000","USA","AK","Kenai - Cannery Loop - 50.0667",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,64,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"CLU 003","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CAL",NA,NA,NA,NA,NA,NA,NA,NA,"1981-05-26",NA,NA,11125,NA,NA,NA,NA,NA
"50.0667.0003","CLU 004L (Upper Tyonek PA)",60.5530000498125,-151.217700049917,60.5476983314129,-151.235766909116,NA,NA,"501332038700","USA","AK","Kenai - Cannery Loop - 50.0667",NA,"BELUGA GAS; UPPER TY",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,60,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"CLU 004L","Cook Inlet",1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL CO",NA,NA,NA,NA,NA,NA,NA,NA,"1987-05-25",NA,NA,16500,NA,NA,NA,NA,NA
"50.0667.0004","CLU 005RD2 (Tyonek D PA)",NA,NA,NA,NA,NA,NA,"501332047402","USA","AK","Kenai - Cannery Loop - 50.0667",NA,NA,NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLU 005RD2","Cook Inlet",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0667.0005","CLU 006RD TR 4/4A",60.532018750465,-151.263115960733,60.5351551549865,-151.242055026418,NA,NA,"501332049201","USA","AK","Kenai - Cannery Loop - 50.0667",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,39,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"CLU 006RD","Cook Inlet",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILCORP ALASKA LLC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6300,NA,NA,NA,NA,NA
"50.0667.0006","CLU 007 (Beluga PA)",60.5321998325563,-151.261623032177,60.5439187083817,-151.239379178206,NA,NA,"501332053100","USA","AK","Kenai - Cannery Loop - 50.0667",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,42,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"CLU 007","Cook Inlet",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"2003-12-20",NA,NA,10864,NA,NA,NA,NA,NA
"50.0667.0007","CLU 008 (Beluga PA)",60.5322556948445,-151.263220499726,60.5380964812676,-151.240809916844,NA,NA,"501332053400","USA","AK","Kenai - Cannery Loop - 50.0667",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,42,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"CLU 008","Cook Inlet",1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARATHON OIL COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,"2004-01-25",NA,NA,9777,NA,NA,NA,NA,NA
