WELL_KEY,Parent,API_FM,FIELD_NAME,Field,WELL_NAME,Well,Pad
50.0596.0103.97,50.0596.0103,5073320408,McArthur River - 50.0596,McArthur River,TBU M 014L GGS  Pre-HAK,M 014L GGS  Pre-HAK,Stealhead
50.0596.0103.03,50.0596.0103,5073320408,McArthur River - 50.0596,McArthur River,TBU M 014RD GGS PA,M 014RD GGS PA,Stealhead
50.0596.0103.98,50.0596.0103,5073320408,McArthur River - 50.0596,McArthur River,TBU M 014S GGS  Pre-HAK,M 014S GGS  Pre-HAK,Stealhead
50.0596.0110.00,50.0596.0110,5073320422,McArthur River - 50.0596,McArthur River,TBU M 015 GGS PA,M 015 GGS PA,Stealhead
50.0596.0119.99,50.0596.0119,5073320480,McArthur River - 50.0596,McArthur River,TBU M 016 GGS Pre-HAK,M 016 GGS Pre-HAK,Stealhead
50.0596.0119.02,50.0596.0119,5073320480,McArthur River - 50.0596,McArthur River,TBU M 016RD GGS PA,M 016RD GGS PA,Stealhead
50.0596.0119.98,50.0596.0119,5073320480,McArthur River - 50.0596,McArthur River,TBU M 016RD GGS Pre-HAK,M 016RD GGS Pre-HAK,Stealhead
50.0596.0121.00,50.0596.0121,5073320552,McArthur River - 50.0596,McArthur River,TBU M 017 GGS PA,M 017 GGS PA,Stealhead
50.0596.0122.00,50.0596.0122,5073320583,McArthur River - 50.0596,McArthur River,TBU M 018 GGS PA,M 018 GGS PA,Stealhead
50.0596.0109.00,50.0596.0109,5073320421,McArthur River - 50.0596,McArthur River,TBU M 019RD GGS PA,M 019RD GGS PA,Stealhead
50.0596.0124.00,50.0596.0124,5073320587,McArthur River - 50.0596,McArthur River,TBU M 020 GGS PA,M 020 GGS PA,Stealhead
50.0596.0127.00,50.0596.0127,5073320598,McArthur River - 50.0596,McArthur River,TBU M 021 GGS PA,M 021 GGS PA,Stealhead
50.0596.0131.00,50.0596.0131,5073320681,McArthur River - 50.0596,McArthur River,TBU M 022 GGS PA,M 022 GGS PA,Stealhead
50.0596.0101.01,50.0596.0101,5073320391,McArthur River - 50.0596,McArthur River,TBU M 025 Hemlock PA,M 025 Hemlock PA,Stealhead
50.0596.0101.00,50.0596.0101,5073320391,McArthur River - 50.0596,McArthur River,TBU M 025 Middle Kenai G PA,M 025 Middle Kenai G PA,Stealhead
50.0596.0101.99,50.0596.0101,5073320391,McArthur River - 50.0596,McArthur River,TBU M 025 PARENT Hemlock Pre-HAK,M 025 PARENT Hemlock Pre-HAK,Stealhead
50.0596.0101.02,50.0596.0101,5073320391,McArthur River - 50.0596,McArthur River,TBU M 025 West Foreland PA,M 025 West Foreland PA,Stealhead
50.0596.0111.02,50.0596.0111,5073320423,McArthur River - 50.0596,McArthur River,TBU M 027 Hemlock PA,M 027 Hemlock PA,Stealhead
50.0596.0111.00,50.0596.0111,5073320423,McArthur River - 50.0596,McArthur River,TBU M 027 Middle Kenai G PA,M 027 Middle Kenai G PA,Stealhead
50.0596.0111.99,50.0596.0111,5073320423,McArthur River - 50.0596,McArthur River,TBU M 027 PARENT MidKenai G Pre-HAK,M 027 PARENT MidKenai G Pre-HAK,Stealhead
50.0596.0111.01,50.0596.0111,5073320423,McArthur River - 50.0596,McArthur River,TBU M 027 West Foreland PA,M 027 West Foreland PA,Stealhead
50.0596.0107.02,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028 Hemlock PA,M 028 Hemlock PA,Stealhead
50.0596.0107.01,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028 Middle Kenai G PA,M 028 Middle Kenai G PA,Stealhead
50.0596.0107.98,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028 PARENT MidKenai G Pre-HAK,M 028 PARENT MidKenai G Pre-HAK,Stealhead
50.0596.0107.99,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028 Pre-HAK,M 028 Pre-HAK,Stealhead
50.0596.0107.03,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028 West Foreland PA,M 028 West Foreland PA,Stealhead
50.0596.0107.04,50.0596.0107,5073320414,McArthur River - 50.0596,McArthur River,TBU M 028RD West Foreland PA,M 028RD West Foreland PA,Stealhead
50.0596.0112.02,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029 Hemlock PA,M 029 Hemlock PA,Stealhead
50.0596.0112.01,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029 Middle Kenai G PA,M 029 Middle Kenai G PA,Stealhead
50.0596.0112.99,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029 PARENT MidKenai G Pre-HAK,M 029 PARENT MidKenai G Pre-HAK,Stealhead
50.0596.0112.00,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029 West Foreland PA,M 029 West Foreland PA,Stealhead
50.0596.0112.03,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029A Hemlock PA,M 029A Hemlock PA,Stealhead
50.0596.0112.04,50.0596.0112,5073320428,McArthur River - 50.0596,McArthur River,TBU M 029A Middle Kenai G PA,M 029A Middle Kenai G PA,Stealhead
50.0596.0114.02,50.0596.0114,5073320430,McArthur River - 50.0596,McArthur River,TBU M 030 Hemlock PA,M 030 Hemlock PA,Stealhead
50.0596.0114.00,50.0596.0114,5073320430,McArthur River - 50.0596,McArthur River,TBU M 030 Middle Kenai G PA,M 030 Middle Kenai G PA,Stealhead
50.0596.0114.99,50.0596.0114,5073320430,McArthur River - 50.0596,McArthur River,TBU M 030 PARENT MidKenai G Pre-HAK,M 030 PARENT MidKenai G Pre-HAK,Stealhead
50.0596.0114.01,50.0596.0114,5073320430,McArthur River - 50.0596,McArthur River,TBU M 030 West Foreland PA,M 030 West Foreland PA,Stealhead
50.0596.0116.01,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031 Hemlock PA,M 031 Hemlock PA,Stealhead
50.0596.0116.00,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031 Middle Kenai G PA,M 031 Middle Kenai G PA,Stealhead
50.0596.0016.97,50.0596.0016,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031 PARENT Hemlock Pre-HAK,M 031 PARENT Hemlock Pre-HAK,Stealhead
50.0596.0116.03,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031A Hemlock PA,M 031A Hemlock PA,Stealhead
50.0596.0116.02,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031A Middle Kenai G PA,M 031A Middle Kenai G PA,Stealhead
50.0596.0116.05,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031B Hemlock PA,M 031B Hemlock PA,Stealhead
50.0596.0116.04,50.0596.0116,5073320457,McArthur River - 50.0596,McArthur River,TBU M 031B Middle Kenai G PA,M 031B Middle Kenai G PA,Stealhead
50.0596.0117.99,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032 Middle Kenai G Pre-HAK,M 032 Middle Kenai G Pre-HAK,Stealhead
50.0596.0117.03,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD GGS PA,M 032RD GGS PA,Stealhead
50.0596.0117.04,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD GGS PA,M 032RD GGS PA,Stealhead
50.0596.0117.02,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD Hemlock PA,M 032RD Hemlock PA,Stealhead
50.0596.0117.01,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD Middle Kenai G PA,M 032RD Middle Kenai G PA,Stealhead
50.0596.0117.98,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD PARENT MidKen G Pre-HAK,M 032RD PARENT MidKen G Pre-HAK,Stealhead
50.0596.0117.05,50.0596.0117,5073320462,McArthur River - 50.0596,McArthur River,TBU M 032RD2 West Foreland PA,M 032RD2 West Foreland PA,Stealhead
50.0596.0129.00,50.0596.0129,5073320626,McArthur River - 50.0596,McArthur River,TBU M 034 Hemlock PA,M 034 Hemlock PA,Stealhead
50.0596.0130.00,50.0596.0130,5073320430,McArthur River - 50.0596,McArthur River,TBU M 035 West Foreland PA,M 035 West Foreland PA,Stealhead
50.0596.0130.01,50.0596.0130,5073320680,McArthur River - 50.0596,McArthur River,TBU M 035L1 West Foreland PA,M 035L1 West Foreland PA,Stealhead
50.0589.0044.01,50.0589.0044,5073310078,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 011-01 ADL 18754,A 011-01 ADL 18754,A
50.0589.0044.00,50.0589.0044,5073310078,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 011-01 ADL 18754 (BCD),A 011-01 ADL 18754 (BCD),A
50.0589.0049.00,50.0589.0049,5073310083,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 011-12 Inj ADL 18754,A 011-12 Inj ADL 18754,A
50.0589.0053.00,50.0589.0053,5073320007,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 011-13RD Inj ADL 18754,A 011-13RD Inj ADL 18754,A
50.0589.0047.00,50.0589.0047,5073310081,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 012-01 ADL 18754,A 012-01 ADL 18754,A
50.0589.0047.01,50.0589.0047,5073310081,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 012-01LN ADL 18754 (EFG),A 012-01LN ADL 18754 (EFG),A
50.0589.0058.00,50.0589.0058,5073320044,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 012-12RD ADL 18754,A 012-12RD ADL 18754,A
50.0589.0080.00,50.0589.0080,5073320367,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 012A-01 ADL 18754,A 012A-01 ADL 18754,A
50.0589.0045.01,50.0589.0045,5073310079,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 013-01 ADL 18754,A 013-01 ADL 18754,A
50.0589.0045.00,50.0589.0045,5073310079,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 013-01 ADL 18754 (BCD),A 013-01 ADL 18754 (BCD),A
50.0589.0073.00,50.0589.0073,5073320191,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 013-12RD ADL 18754,A 013-12RD ADL 18754,A
50.0589.0045.02,50.0589.0045,5073310079,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 013LN-01 ADL 18754 (BCD)(EFG),A 013LN-01 ADL 18754 (BCD)(EFG),A
50.0589.0061.00,50.0589.0061,5073320067,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 014-01 ADL 18754,A 014-01 ADL 18754,A
50.0589.0061.01,50.0589.0061,5073320067,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 014-01LN ADL 18754 (EFG),A 014-01LN ADL 18754 (EFG),A
50.0589.0061.02,50.0589.0061,5073320067,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 014-01LN2 ADL 18754 (EFG),A 014-01LN2 ADL 18754 (EFG),A
50.0589.0051.00,50.0589.0051,5073310085,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 022-14 ADL 18754,A 022-14 ADL 18754,A
50.0589.0051.01,50.0589.0051,5073310085,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 022-14LS ADL 18754 (EFG),A 022-14LS ADL 18754 (EFG),A
50.0589.0074.00,50.0589.0074,5073320238,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 023-01RD ADL 18754,A 023-01RD ADL 18754,A
50.0589.0074.01,50.0589.0074,5073320238,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 023-01RD ADL 18754 (BCD)(EFG),A 023-01RD ADL 18754 (BCD)(EFG),A
50.0589.0077.00,50.0589.0077,5073320258,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 024-01RD ADL 18754,A 024-01RD ADL 18754,A
50.0589.0078.00,50.0589.0078,5073320305,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 031-14 ADL 18756,A 031-14 ADL 18756,A
50.0589.0078.01,50.0589.0078,5073320305,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 031-14LW ADL 18756 (EFG),A 031-14LW ADL 18756 (EFG),A
50.0589.0054.00,50.0589.0054,5073320017,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 032-11RD ADL 18754,A 032-11RD ADL 18754,A
50.0589.0082.00,50.0589.0082,5073320383,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 033-11 Inj ADL 18754,A 033-11 Inj ADL 18754,A
50.0589.0082.01,50.0589.0082,5073320383,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 033-11LS Inj ADL 18754,A 033-11LS Inj ADL 18754,A
50.0589.0060.00,50.0589.0060,5073320057,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 033-14 Inj ADL 18754,A 033-14 Inj ADL 18754,A
50.0589.0050.00,50.0589.0050,5073310084,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 034-11RD3 ADL 18756,A 034-11RD3 ADL 18756,A
50.0589.0052.01,50.0589.0052,5073310086,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 034-14RD2 ADL 18756,A 034-14RD2 ADL 18756,A
50.0589.0052.00,50.0589.0052,5073310086,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 034-14RD2 ADL 18756 (BCD),A 034-14RD2 ADL 18756 (BCD),A
50.0589.0081.01,50.0589.0081,5073320378,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 041-11 ADL 18754,A 041-11 ADL 18754,A
50.0589.0081.00,50.0589.0081,5073320378,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 041-11 ADL 18754 (EFG),A 041-11 ADL 18754 (EFG),A
50.0589.0081.02,50.0589.0081,5073320378,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 041-11LN ADL 18754 (EFG)(BCD),A 041-11LN ADL 18754 (EFG)(BCD),A
50.0589.0072.01,50.0589.0072,5073320179,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 041A-11RD2 ADL 18754,A 041A-11RD2 ADL 18754,A
50.0589.0072.00,50.0589.0072,5073320179,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 041A-11RD2 Inj ADL 18754,A 041A-11RD2 Inj ADL 18754,A
50.0589.0056.00,50.0589.0056,5073320029,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 042-14 ADL 18754,A 042-14 ADL 18754,A
50.0589.0048.00,50.0589.0048,5073310082,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 043-11RD ADL 18754,A 043-11RD ADL 18754,A
50.0589.0046.00,50.0589.0046,5073310080,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 044-02 Inj ADL 18754,A 044-02 Inj ADL 18754,A
50.0589.0055.00,50.0589.0055,5073320027,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A 044-11 WDW ADL 18754,A 044-11 WDW ADL 18754,A
50.0589.0093.00,50.0589.0093,5073300000,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A Non-Produced Fluids,A Non-Produced Fluids,A
50.0589.0094.00,50.0589.0094,5073300000,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS A&C Non-Produced Fluids,A&C Non-Produced Fluids,Baker
50.0589.0001.01,50.0589.0001,5073310070,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 004 ADL 17595,Baker 004 ADL 17595,Baker
50.0589.0001.99,50.0589.0001,5073310070,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 004 ADL 17595 Pre-HAK,Baker 004 ADL 17595 Pre-HAK,Baker
50.0589.0002.02,50.0589.0002,5073310071,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 005 ADL 17595,Baker 005 ADL 17595,Baker
50.0589.0002.98,50.0589.0002,5073310071,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 005 ADL 17595(BCD)Pre-HAK,Baker 005 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0002.99,50.0589.0002,5073310071,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 005 ADL 17595(EFG)Pre-HAK,Baker 005 ADL 17595(EFG)Pre-HAK,Baker
50.0589.0004.01,50.0589.0004,5073310073,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 006 ADL 17595,Baker 006 ADL 17595,Baker
50.0589.0004.99,50.0589.0004,5073310073,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 006 ADL 17595 Pre-HAK,Baker 006 ADL 17595 Pre-HAK,Baker
50.0589.0005.02,50.0589.0005,5073310074,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 007 ADL 17595,Baker 007 ADL 17595,Baker
50.0589.0005.99,50.0589.0005,5073310074,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 007 ADL 17595(BCD)Pre-HAK,Baker 007 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0005.98,50.0589.0005,5073310074,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 007 ADL 17595(EFG)Pre-HAK,Baker 007 ADL 17595(EFG)Pre-HAK,Baker
50.0589.0006.99,50.0589.0006,5073310075,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 008 ADL 17595 Pre-HAK,Baker 008 ADL 17595 Pre-HAK,Baker
50.0589.0006.01,50.0589.0006,5073310075,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 008RD ADL 17595,Baker 008RD ADL 17595,Baker
50.0589.0007.99,50.0589.0007,5073310076,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 009 ADL 17595 (A) Pre-HAK,Baker 009 ADL 17595 (A) Pre-HAK,Baker
50.0589.0007.98,50.0589.0007,5073310076,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 009 ADL 17595(BCD)Pre-HAK,Baker 009 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0007.02,50.0589.0007,5073310076,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 009RD2L ADL 17595,Baker 009RD2L ADL 17595,Baker
50.0589.0007.03,50.0589.0007,5073310076,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 009RD2S ADL 17595,Baker 009RD2S ADL 17595,Baker
50.0589.0043.00,50.0589.0043,5013320002,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 010 ADL 17595,Baker 010 ADL 17595,Baker
50.0589.0008.02,50.0589.0008,5073320013,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 011 ADL 17595,Baker 011 ADL 17595,Baker
50.0589.0008.98,50.0589.0008,5073320013,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 011 ADL 17595 (A) Pre-HAK,Baker 011 ADL 17595 (A) Pre-HAK,Baker
50.0589.0008.99,50.0589.0008,5073320013,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 011 ADL 17595(BCD)Pre-HAK,Baker 011 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0011.99,50.0589.0011,5073320101,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 012 ADL 17595 Pre-HAK,Baker 012 ADL 17595 Pre-HAK,Baker
50.0589.0011.01,50.0589.0011,5073320101,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 012L ADL 17595,Baker 012L ADL 17595,Baker
50.0589.0011.02,50.0589.0011,5073320101,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 012S ADL 17595,Baker 012S ADL 17595,Baker
50.0589.0009.01,50.0589.0009,5073320039,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 013 ADL 17595,Baker 013 ADL 17595,Baker
50.0589.0009.99,50.0589.0009,5073320039,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 013 ADL 17595 Pre-HAK,Baker 013 ADL 17595 Pre-HAK,Baker
50.0589.0010.03,50.0589.0010,5073320084,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 014 ADL 17595,Baker 014 ADL 17595,Baker
50.0589.0010.97,50.0589.0010,5073320084,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 014 ADL 17595 (A) Pre-HAK,Baker 014 ADL 17595 (A) Pre-HAK,Baker
50.0589.0010.98,50.0589.0010,5073320084,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 014 ADL 17595(BCD)Pre-HAK,Baker 014 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0010.99,50.0589.0010,5073320084,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 014 ADL 17595(EFG)Pre-HAK,Baker 014 ADL 17595(EFG)Pre-HAK,Baker
50.0589.0014.99,50.0589.0014,5073320307,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 015 ADL 17595 Pre-HAK,Baker 015 ADL 17595 Pre-HAK,Baker
50.0589.0014.98,50.0589.0014,5073320307,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 015 PARENT Pre-HAK,Baker 015 PARENT Pre-HAK,Baker
50.0589.0014.01,50.0589.0014,5073320307,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 015RD ADL 17595,Baker 015RD ADL 17595,Baker
50.0589.0014.02,50.0589.0014,5073320307,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 015RD ADL 17595,Baker 015RD ADL 17595,Baker
50.0589.0014.03,50.0589.0014,5073320307,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 015RD ADL 17595,Baker 015RD ADL 17595,Baker
50.0589.0013.00,50.0589.0013,5073320300,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 016 ADL 17595 (A),Baker 016 ADL 17595 (A),Baker
50.0589.0013.01,50.0589.0013,5073320300,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 016 ADL 17595 (BCD),Baker 016 ADL 17595 (BCD),Baker
50.0589.0013.02,50.0589.0013,5073320300,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 016 ADL 17595 (EFG),Baker 016 ADL 17595 (EFG),Baker
50.0589.0013.99,50.0589.0013,5073320300,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 016 PARENT Pre-HAK,Baker 016 PARENT Pre-HAK,Baker
50.0589.0019.00,50.0589.0019,5073320381,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 017 ADL 17595 (A),Baker 017 ADL 17595 (A),Baker
50.0589.0019.01,50.0589.0019,5073320381,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 017 ADL 17595 (BCD),Baker 017 ADL 17595 (BCD),Baker
50.0589.0019.99,50.0589.0019,5073320381,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 017 PARENT Pre-HAK,Baker 017 PARENT Pre-HAK,Baker
50.0589.0012.02,50.0589.0012,5073320296,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 018 ADL 17595,Baker 018 ADL 17595,Baker
50.0589.0012.03,50.0589.0012,5073320296,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 018 ADL 17595 (Tyonek),Baker 018 ADL 17595 (Tyonek),Baker
50.0589.0012.99,50.0589.0012,5073320296,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 018 ADL 17595(BCD)Pre-HAK,Baker 018 ADL 17595(BCD)Pre-HAK,Baker
50.0589.0012.98,50.0589.0012,5073320296,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 018 ADL 17595(EFG)Pre-HAK,Baker 018 ADL 17595(EFG)Pre-HAK,Baker
50.0589.0018.00,50.0589.0018,5073320377,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 020 ADL 17595,Baker 020 ADL 17595,Baker
50.0589.0017.00,50.0589.0017,5073320369,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 023 ADL 17595,Baker 023 ADL 17595,Baker
50.0589.0015.00,50.0589.0015,5073320364,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 025RD ADL 17595,Baker 025RD ADL 17595,Baker
50.0589.0016.01,50.0589.0016,5073320368,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 027 ADL 17595 (A),Baker 027 ADL 17595 (A),Baker
50.0589.0016.02,50.0589.0016,5073320368,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 027 ADL 17595 (BCD),Baker 027 ADL 17595 (BCD),Baker
50.0589.0016.03,50.0589.0016,5073320368,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 027 ADL 17595 (Tyonek),Baker 027 ADL 17595 (Tyonek),Baker
50.0589.0016.99,50.0589.0016,5073320368,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 027 ADL 17595 Pre-HAK,Baker 027 ADL 17595 Pre-HAK,Baker
50.0589.0016.98,50.0589.0016,5073320368,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 027 PARENT Pre-HAK,Baker 027 PARENT Pre-HAK,Baker
50.0589.0021.00,50.0589.0021,5073320455,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 028 ADL 17595 (A),Baker 028 ADL 17595 (A),Baker
50.0589.0021.01,50.0589.0021,5073320455,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 028 ADL 17595 (BCD),Baker 028 ADL 17595 (BCD),Baker
50.0589.0021.02,50.0589.0021,5073320455,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 028 ADL 17595 (EFG),Baker 028 ADL 17595 (EFG),Baker
50.0589.0021.99,50.0589.0021,5073320455,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 028 PARENT Pre-HAK,Baker 028 PARENT Pre-HAK,Baker
50.0589.0020.00,50.0589.0020,5073320454,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 029 ADL 17595,Baker 029 ADL 17595,Baker
50.0589.0022.00,50.0589.0022,5073320456,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 030 ADL 17595,Baker 030 ADL 17595,Baker
50.0589.0023.00,50.0589.0023,5073320469,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 031 ADL 17595,Baker 031 ADL 17595,Baker
50.0589.0024.00,50.0589.0024,5073320473,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 032 ADL 17595,Baker 032 ADL 17595,Baker
50.0589.0003.00,50.0589.0003,5073310072,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS Baker 501 ADL 17595,Baker 501 ADL 17595,Baker
50.0589.0068.00,50.0589.0068,5073320137,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS C 012-23 ADL 18756,C 012-23 ADL 18756,C
50.0589.0089.00,50.0589.0089,5073320409,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS C 013-13RD ADL 18756,C 013-13RD ADL 18756,C
50.0589.0086.00,50.0589.0086,5073320403,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS C 013-23 ADL 18756,C 013-23 ADL 18756,C
50.0589.0092.00,50.0589.0092,5073320420,Middle Ground Shoal - 50.0589,Middle Ground Shoal,MGS C 013A-23 ADL 18756,C 013A-23 ADL 18756,C
